Reference number,Species (latin name),Key origin,YEAR PUBLISHED,Sample size (size),Size MIN (kg),Size MAX (kg),Size MEAN (kg),Size error (kg),"UNIT, Size error (kg)",Length MIN (cm),Length MAX (cm),Length MEAN (cm),Size error (cm),"UNIT, Size error (cm)",UNIT,Sex (F/ M/mixed),Temp test mean (deg C),"Salinity (SW, FW, or SW/FW for brackish )",Swim  test,Indiv or group ,ID_fish,Swim speed MIN (BL/s) ,Swim speed MAX BL/s,Swim speed MEAN BL/s,Swim speed SE BL/s,UNIT error,Duration swim or duration of the swim test (h) / W notes,swim speed MIN (cm/s),swim speed MAX (cm/s),swim speed MEAN (cm/s),Swim error (cm/s),"UNIT, error (cm/s)",Water discharge or flow rates (cm/s),Water discharge or flow rates (m^3/s),Water/swim conditions (EXTRINSIC),Fish Condition (INTRINSIC),GSI (% MEAN),Gonad Weight,Blood sample analysis? (y/n),Mortality (y/n),Surgery ,"Recovery: (n, repeat, Metabolism, RR, blood,speed)",Tracking (y/n),"Unit source (text, table, plot) ",Full Reference,N_swim
19,Oncorhynchus nerka,wild,1998,5,,,1.94,0.02,se,,,56,2,se,FL,mixed,19.5,FW,Ucrit-3,group,19_49,,,1.168336505,0.12424737,se,,,,,,,,,,,,,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhychus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",3
19,Oncorhynchus nerka,wild,1998,6,,,1.86,0.14,se,,,57,1,se,FL,mixed,19.5,FW,Ucrit-1,group,19_52,,,1.278557837,0.110218326,se,,,,,,,,,,toxicant ,,,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhychus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",6
19,Oncorhynchus nerka,wild,1998,6,,,1.86,0.14,se,,,57,1,se,FL,mixed,19.5,FW,Ucrit-2,group,19_52,,,1.188377567,0.110218326,se,,,,,,,,,,toxicant ,,,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhychus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",6
19,Oncorhynchus nerka,wild,1998,6,,,1.86,0.14,se,,,57,1,se,FL,mixed,19.5,FW,Ucrit-3,group,19_52,,,1.240480721,0.073647221,se,,,,,,,,,,toxicant ,,,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhychus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",5
19,Oncorhynchus nerka,wild,1998,5,,,1.56,0.08,se,,,53,1,se,FL,mixed,19.5,FW,Ucrit-1,group,19_55,,,1.207414622,0.043587131,se,,,,,,,,,hypoxia,toxicant ,,,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhychus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",5
19,Oncorhynchus nerka,wild,1998,5,,,1.56,0.08,se,,,53,1,se,FL,mixed,19.5,FW,Ucrit-2,group,19_55,,,1.392284176,0.052605158,se,,,,,,,,,hypoxia,toxicant ,,,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhychus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",4
19,Oncorhynchus nerka,wild,1998,5,,,1.56,0.08,se,,,53,1,se,FL,mixed,19.5,FW,Ucrit-3,group,19_55,,,1.208917626,0.063126189,se,,,,,,,,,hypoxia,toxicant ,,,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhychus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",4
19,Oncorhynchus nerka,wild,1998,5,,,1.94,0.18,se,,,56,2,se,FL,mixed,19.5,FW,Ucrit-1,group,19_58,,,1.191383576,0.130259389,se,,,,,,,,,hypoxia,,,,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhychus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",5
7,Oncorhynchus nerka,wild,1998,3,,,2.41,0.18,se,,,61.43,0.72,se,FL,mixed,19.5,FW,Ucrit-1,group,7_59,,,1.56,0.03,se,0,,,95.67,3.02,se,,,,,,,y,y,Cannulation,RR,n,table,"Jain, K.E., Birtwell, I.K., Farrell, A.P., 1998. Repeat swimming performance of mature sockeye salmon following a brief recovery period: a proposed measure of fish health and water quality 76, 14.",3
7,Oncorhynchus nerka,wild,1998,9,,,1.96,0.17,se,,,56.76,1.34,se,FL,mixed,19.5,FW,Ucrit-1,group,7_60,,,1.52,0.06,se,0,,,86.29,3.4,se,,,,toxicant ,,,y,y,Cannulation,RR,n,table ,"Jain, K.E., Birtwell, I.K., Farrell, A.P., 1998. Repeat swimming performance of mature sockeye salmon following a brief recovery period: a proposed measure of fish health and water quality 76, 14.",9
7,Oncorhynchus nerka,wild,1998,6,,,3.56,0.15,se,,,62.22,0.92,se,FL,mixed,19.5,FW,Ucrit-1,group,7_61,,,1.06,0.04,se,0,,,65.82,3.2,se,,,,unhealthy,,,y,y,Cannulation,RR,n,table ,"Jain, K.E., Birtwell, I.K., Farrell, A.P., 1998. Repeat swimming performance of mature sockeye salmon following a brief recovery period: a proposed measure of fish health and water quality 76, 14.",6
7,Oncorhynchus nerka,wild,1998,3,,,2.41,0.18,se,,,61.43,0.72,se,FL,mixed,19.5,FW,Ucrit-2,group,7_59,,,1.53,0.05,se,0,,,94.26,4.2,se,,,,,,,y,y,Cannulation,RR,n,table ,"Jain, K.E., Birtwell, I.K., Farrell, A.P., 1998. Repeat swimming performance of mature sockeye salmon following a brief recovery period: a proposed measure of fish health and water quality 76, 14.",3
7,Oncorhynchus nerka,wild,1998,9,,,1.96,0.17,se,,,56.76,1.34,se,FL,mixed,19.5,FW,Ucrit-2,group,7_60,,,1.39,0.05,se,0,,,79.97,3.33,se,,,,toxicant ,,,y,y,Cannulation,RR,n,table ,"Jain, K.E., Birtwell, I.K., Farrell, A.P., 1998. Repeat swimming performance of mature sockeye salmon following a brief recovery period: a proposed measure of fish health and water quality 76, 14.",9
7,Oncorhynchus nerka,wild,1998,6,,,3.56,0.15,se,,,62.22,0.92,se,FL,mixed,19.5,FW,Ucrit-2,group,7_61,,,0.64,0.16,se,0,,,40.11,10.46,se,,,,unhealthy,,,y,y,Cannulation,RR,n,table ,"Jain, K.E., Birtwell, I.K., Farrell, A.P., 1998. Repeat swimming performance of mature sockeye salmon following a brief recovery period: a proposed measure of fish health and water quality 76, 14.",6
8,Oncorhynchus nerka,wild,2000,7,1.8,3.2,,,,55,63,,,,FL,mixed,17,FW,Field,group,8_67,,,5.81,1.41,se,,,,,,,,,,pass,,,n,n,EMGtag,n,y,text,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",7
8,Oncorhynchus nerka,wild,2000,5,1.8,3.2,,,,55,63,,,,FL,mixed,17,FW,Field,group,8_68,,,11.49,0.49,se,,,,,,,,,,fallback,,,n,y,EMGtag,n,y,text,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",5
8,Oncorhynchus nerka,wild,2000,1,,,2.8,,,,,,,,,M,17,FW,Field,indiv,8_ID1,,10.0951151,,,,,,,,,,,,,pass,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",1
8,Oncorhynchus nerka,wild,2000,1,,,2.1,,,,,,,,,F,17,FW,Field,indiv,8_ID2,,11.62065342,,,,,,,,,,,,,fallback,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",1
8,Oncorhynchus nerka,wild,2000,1,,,2.1,,,,,,,,,M,17,FW,Field,indiv,8_ID3,,10.34621903,,,,,,,,,,,,,fallback,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",1
8,Oncorhynchus nerka,wild,2000,1,,,2.8,,,,,,,,,M,17,FW,Field,indiv,8_ID4,,2.518274687,,,,,,,,,,,,,pass,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",1
8,Oncorhynchus nerka,wild,2000,1,,,1.8,,,,,,,,,F,17,FW,Field,indiv,8_ID5,,6.339534454,,,,,,,,,,,,,pass,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",1
8,Oncorhynchus nerka,wild,2000,1,,,2.1,,,,,,,,,F,17,FW,Field,indiv,8_ID6,,13.47622009,,,,,,,,,,,,,fallback,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",1
8,Oncorhynchus nerka,wild,2000,1,,,2.2,,,,,,,,,M,17,FW,Field,indiv,8_ID7,,11.1773338,,,,,,,,,,,,,fallback,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",1
8,Oncorhynchus nerka,wild,2000,1,,,2.2,,,,,,,,,M,17,FW,Field,indiv,8_ID8,,10.9297048,,,,,,,,,,,,,pass,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",1
8,Oncorhynchus nerka,wild,2000,1,,,1.9,,,,,,,,,M,17,FW,Field,indiv,8_ID9,,10.54605792,,,,,,,,,,,,,fallback,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,8.992989136,FW,Ucrit-1,indiv,9_ID1,,,1.95211604,,,0,,,92.01222013,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,11.5105163,FW,Ucrit-1,indiv,9_ID2,,,3.150631676,,,0,,,90.72831099,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,11.00701086,FW,Ucrit-1,indiv,9_ID3,,,1.666179166,,,0,,,96.37751121,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,11.00701086,FW,Ucrit-1,indiv,9_ID4,,,1.793939554,,,0,,,107.162348,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,11.00701086,FW,Ucrit-1,indiv,9_ID5,,,2.037291153,,,0,,,173.9256232,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,12.32172648,FW,Ucrit-1,indiv,9_ID6,,,3.083708047,,,0,,,98.94532948,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,12.04198726,FW,Ucrit-1,indiv,9_ID7,,,1.696595264,,,0,,,90.98509282,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,11.53848183,FW,Ucrit-1,indiv,9_ID8,,,1.994705878,,,0,,,95.35038389,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,12.04198726,FW,Ucrit-1,indiv,9_ID9,,,1.824355652,,,0,,,101.2563659,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,12.01402173,FW,Ucrit-1,indiv,9_ID10,,,1.933864556,,,0,,,124.3667304,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,12.01402173,FW,Ucrit-1,indiv,9_ID11,,,2.304981106,,,0,,,165.4518229,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,12.32172648,FW,Ucrit-1,indiv,9_ID12,,,1.927782249,,,0,,,106.6487843,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,13.49657249,FW,Ucrit-1,indiv,9_ID13,,,2.797771173,,,0,,,98.43176583,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,13.02103259,FW,Ucrit-1,indiv,9_ID14,,,1.842607136,,,0,,,129.502367,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,13.52453802,FW,Ucrit-1,indiv,9_ID15,,,2.158969234,,,0,,,142.0846766,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,14.02804345,FW,Ucrit-1,indiv,9_ID16,,,2.31714572,,,0,,,62.2255281,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,14.3077617,FW,Ucrit-1,indiv,9_ID17,,,2.384069349,,,0,,,126.6777669,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,14.3077617,FW,Ucrit-1,indiv,9_ID18,,,2.463157592,,,0,,,141.8278947,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,15.00708879,FW,Ucrit-1,indiv,9_ID19,,,2.71259606,,,0,,,122.5692576,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,14.33574821,FW,Ucrit-1,indiv,9_ID20,,,1.252477341,,,0,,,125.3938578,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,14.00706406,FW,Ucrit-1,indiv,9_ID21,,,2.703470318,,,0,,,130.5294943,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,16.02108579,FW,Ucrit-1,indiv,9_ID22,,,1.471495149,,,0,,,76.86209229,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,16.0001064,FW,Ucrit-1,indiv,9_ID23,,,2.260871832,,,0,,,119.2310939,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,15.979127,FW,Ucrit-1,indiv,9_ID24,,,2.771913383,,,0,,,159.289059,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,17.4896433,FW,Ucrit-1,indiv,9_ID25,,,1.955159475,,,0,,,134.6380036,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
9,Oncorhynchus gorbuscha,wild,2006,36,,,1.78,0.01,se,,,53.5,0.7,se,FL,mixed,16.98613787,FW,Ucrit-1,indiv,9_ID26,,,2.543769833,,,0,,,115.2938581,,,,,,,,,n,n,,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",1
