Reference number,Species (latin name),Key origin,YEAR PUBLISHED,Sample size (size),Size MIN (kg),Size MAX (kg),Size MEAN (kg),Size error (kg),"UNIT, Size error (kg)",Length MIN (cm),Length MAX (cm),Length MEAN (cm),Size error (cm),"UNIT, Size error (cm)",UNIT,Sex (F/ M/mixed),Temp test mean (deg C),"Salinity (SW, FW, or SW/FW for brackish )",Swim  test,Indiv or group ,ID_fish,N_swim,Swim speed MIN (BL/s) ,Swim speed MAX BL/s,Swim speed MEAN BL/s,Swim speed SE BL/s,UNIT error,Duration swim or duration of the swim test (h) ,swim speed MIN (cm/s),swim speed MAX (cm/s),swim speed MEAN (cm/s),Swim error (cm/s),"UNIT, error (cm/s)",Water discharge or flow rates (cm/s),Water discharge or flow rates (m^3/s),Water/swim conditions (EXTRINSIC),Fish Condition (INTRINSIC),GSI (% MEAN),Gonad Weight,Blood sample analysis? (y/n),Mortality (y/n),Surgery ,"Recovery: (n, repeat, Metabolism, RR, blood,speed)",Tracking (y/n),"Unit source (text, table, plot) ",Full Reference,"Sample size (for swim; if n=1, may report ID)",Assigned population
6,Oncorhynchus gorbuscha,wild,1987,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,15,FW,Ucrit-1,group,6_44,2,NA,NA,2.13,0.62,sd,NA,NA,NA,NA,NA,NA,NA,NA,NA,spawned,4.87,88.6,n,n,NA,n,n,table,"Williams, I.V., Brett, J.R., 1987. Critical Swimming Speed of Fraser and Thompson River Pink Salmon ( Oncorhynchus gorbuscha ). Canadian Journal of Fisheries and Aquatic Sciences 44, 348–356. https://doi.org/10.1139/f87-043",2,NA
6,Oncorhynchus gorbuscha,wild,1987,101,NA,NA,1.595,0.298,sd,NA,NA,46.5,5.3,sd,SL,F,15,FW,Ucrit-1,group,6_45,116,NA,NA,2.15,0.98,sd,NA,NA,NA,NA,NA,NA,NA,NA,NA,mature,15.4,248,n,n,NA,n,n,table,"Williams, I.V., Brett, J.R., 1987. Critical Swimming Speed of Fraser and Thompson River Pink Salmon ( Oncorhynchus gorbuscha ). Canadian Journal of Fisheries and Aquatic Sciences 44, 348–356. https://doi.org/10.1139/f87-043",116,NA
6,Oncorhynchus gorbuscha,wild,1987,31,NA,NA,1.59,0.218,sd,NA,NA,46.6,2.2,sd,SL,F,15,FW,Ucrit-1,group,6_46,31,NA,NA,2.78,0.81,sd,NA,NA,NA,NA,NA,NA,NA,NA,NA,mature,15.4,248,n,n,NA,n,n,table,"Williams, I.V., Brett, J.R., 1987. Critical Swimming Speed of Fraser and Thompson River Pink Salmon ( Oncorhynchus gorbuscha ). Canadian Journal of Fisheries and Aquatic Sciences 44, 348–356. https://doi.org/10.1139/f87-043",31,NA
6,Oncorhynchus gorbuscha,wild,1987,97,NA,NA,1.498,0.27,sd,NA,NA,46.1,3.2,sd,SL,F,15,FW,Ucrit-1,group,6_47,97,NA,NA,2.31,0.94,sd,NA,NA,NA,NA,NA,NA,NA,NA,NA,mature,15.4,248,n,n,NA,n,n,table,"Williams, I.V., Brett, J.R., 1987. Critical Swimming Speed of Fraser and Thompson River Pink Salmon ( Oncorhynchus gorbuscha ). Canadian Journal of Fisheries and Aquatic Sciences 44, 348–356. https://doi.org/10.1139/f87-043",97,NA
6,Oncorhynchus gorbuscha,wild,1987,15,NA,NA,1.361,0.197,sd,NA,NA,47.2,2.2,sd,SL,F,15,FW,Ucrit-1,group,6_48,15,NA,NA,1.73,0.7,sd,NA,NA,NA,NA,NA,NA,NA,NA,NA,spawned,15.4,248,n,n,NA,n,n,table,"Williams, I.V., Brett, J.R., 1987. Critical Swimming Speed of Fraser and Thompson River Pink Salmon ( Oncorhynchus gorbuscha ). Canadian Journal of Fisheries and Aquatic Sciences 44, 348–356. https://doi.org/10.1139/f87-043",15,NA
19,Oncorhynchus nerka,wild,1998,5,NA,NA,1.94,0.02,se,NA,NA,56,2,se,FL,mixed,19.5,FW,Ucrit-1,group,19_49,5,NA,NA,1.446894342,0.09018027,se,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhynchus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",5,Somass River Aggregate
19,Oncorhynchus nerka,wild,1998,5,NA,NA,1.94,0.02,se,NA,NA,56,2,se,FL,mixed,19.5,FW,Ucrit-2,group,19_49,5,NA,NA,1.390781172,0.08617326,se,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhynchus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",5,Somass River Aggregate
19,Oncorhynchus nerka,wild,1998,5,NA,NA,1.94,0.02,se,NA,NA,56,2,se,FL,mixed,19.5,FW,Ucrit-3,group,19_49,3,NA,NA,1.168336505,0.12424737,se,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhynchus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",3,Somass River Aggregate
19,Oncorhynchus nerka,wild,1998,6,NA,NA,1.86,0.14,se,NA,NA,57,1,se,FL,mixed,19.5,FW,Ucrit-1,group,19_52,6,NA,NA,1.278557837,0.110218326,se,NA,NA,NA,NA,NA,NA,NA,NA,NA,toxicant ,NA,NA,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhynchus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",6,Somass River Aggregate
19,Oncorhynchus nerka,wild,1998,6,NA,NA,1.86,0.14,se,NA,NA,57,1,se,FL,mixed,19.5,FW,Ucrit-2,group,19_52,6,NA,NA,1.188377567,0.110218326,se,NA,NA,NA,NA,NA,NA,NA,NA,NA,toxicant ,NA,NA,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhynchus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",6,Somass River Aggregate
19,Oncorhynchus nerka,wild,1998,6,NA,NA,1.86,0.14,se,NA,NA,57,1,se,FL,mixed,19.5,FW,Ucrit-3,group,19_52,5,NA,NA,1.240480721,0.073647221,se,NA,NA,NA,NA,NA,NA,NA,NA,NA,toxicant ,NA,NA,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhynchus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",5,Somass River Aggregate
19,Oncorhynchus nerka,wild,1998,5,NA,NA,1.56,0.08,se,NA,NA,53,1,se,FL,mixed,19.5,FW,Ucrit-1,group,19_55,5,NA,NA,1.207414622,0.043587131,se,NA,NA,NA,NA,NA,NA,NA,NA,hypoxia,toxicant ,NA,NA,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhynchus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",5,Somass River Aggregate
19,Oncorhynchus nerka,wild,1998,5,NA,NA,1.56,0.08,se,NA,NA,53,1,se,FL,mixed,19.5,FW,Ucrit-2,group,19_55,4,NA,NA,1.392284176,0.052605158,se,NA,NA,NA,NA,NA,NA,NA,NA,hypoxia,toxicant ,NA,NA,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhynchus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",4,Somass River Aggregate
19,Oncorhynchus nerka,wild,1998,5,NA,NA,1.56,0.08,se,NA,NA,53,1,se,FL,mixed,19.5,FW,Ucrit-3,group,19_55,4,NA,NA,1.208917626,0.063126189,se,NA,NA,NA,NA,NA,NA,NA,NA,hypoxia,toxicant ,NA,NA,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhynchus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",4,Somass River Aggregate
19,Oncorhynchus nerka,wild,1998,5,NA,NA,1.94,0.18,se,NA,NA,56,2,se,FL,mixed,19.5,FW,Ucrit-1,group,19_58,5,NA,NA,1.191383576,0.130259389,se,NA,NA,NA,NA,NA,NA,NA,NA,hypoxia,NA,NA,NA,y,n,Cannulation,RR,n,plot,"Farrell, A.P., Gamperl, A.K., Birtwell, I.K., 1998. Prolonged swimming, recovery and repeat swimming performance of mature sockeye salmon Oncorhynchus nerka exposed to moderate hypoxia and pentacholorophenol. Journal of Experimental Biology 201, 2183–2193.",5,Somass River Aggregate
7,Oncorhynchus nerka,wild,1998,3,NA,NA,2.41,0.18,se,NA,NA,61.43,0.72,se,FL,mixed,19.5,FW,Ucrit-1,group,7_59,3,NA,NA,1.56,0.03,se,NA,NA,NA,95.67,3.02,SE,NA,NA,NA,NA,NA,NA,y,y,Cannulation,RR,n,table,"Jain, K.E., Birtwell, I.K., Farrell, A.P., 1998. Repeat swimming performance of mature sockeye salmon following a brief recovery period: a proposed measure of fish health and water quality 76, 14.",3,Somass River Aggregate
7,Oncorhynchus nerka,wild,1998,9,NA,NA,1.96,0.17,se,NA,NA,56.76,1.34,se,FL,mixed,19.5,FW,Ucrit-1,group,7_60,9,NA,NA,1.52,0.06,se,NA,NA,NA,86.29,3.4,SE,NA,NA,NA,toxicant ,NA,NA,y,y,Cannulation,RR,n,table ,"Jain, K.E., Birtwell, I.K., Farrell, A.P., 1998. Repeat swimming performance of mature sockeye salmon following a brief recovery period: a proposed measure of fish health and water quality 76, 14.",9,Somass River Aggregate
7,Oncorhynchus nerka,wild,1998,6,NA,NA,3.56,0.15,se,NA,NA,62.22,0.92,se,FL,mixed,19.5,FW,Ucrit-1,group,7_61,6,NA,NA,1.06,0.04,se,NA,NA,NA,65.82,3.2,SE,NA,NA,NA,unhealthy,NA,NA,y,y,Cannulation,RR,n,table ,"Jain, K.E., Birtwell, I.K., Farrell, A.P., 1998. Repeat swimming performance of mature sockeye salmon following a brief recovery period: a proposed measure of fish health and water quality 76, 14.",6,Somass River Aggregate
7,Oncorhynchus nerka,wild,1998,3,NA,NA,2.41,0.18,se,NA,NA,61.43,0.72,se,FL,mixed,19.5,FW,Ucrit-2,group,7_59,3,NA,NA,1.53,0.05,se,NA,NA,NA,94.26,4.2,SE,NA,NA,NA,NA,NA,NA,y,y,Cannulation,RR,n,table ,"Jain, K.E., Birtwell, I.K., Farrell, A.P., 1998. Repeat swimming performance of mature sockeye salmon following a brief recovery period: a proposed measure of fish health and water quality 76, 14.",3,Somass River Aggregate
7,Oncorhynchus nerka,wild,1998,9,NA,NA,1.96,0.17,se,NA,NA,56.76,1.34,se,FL,mixed,19.5,FW,Ucrit-2,group,7_60,9,NA,NA,1.39,0.05,se,NA,NA,NA,79.97,3.33,SE,NA,NA,NA,toxicant ,NA,NA,y,y,Cannulation,RR,n,table ,"Jain, K.E., Birtwell, I.K., Farrell, A.P., 1998. Repeat swimming performance of mature sockeye salmon following a brief recovery period: a proposed measure of fish health and water quality 76, 14.",9,Somass River Aggregate
7,Oncorhynchus nerka,wild,1998,6,NA,NA,3.56,0.15,se,NA,NA,62.22,0.92,se,FL,mixed,19.5,FW,Ucrit-2,group,7_61,6,NA,NA,0.64,0.16,se,NA,NA,NA,40.11,10.46,SE,NA,NA,NA,unhealthy,NA,NA,y,y,Cannulation,RR,n,table ,"Jain, K.E., Birtwell, I.K., Farrell, A.P., 1998. Repeat swimming performance of mature sockeye salmon following a brief recovery period: a proposed measure of fish health and water quality 76, 14.",6,Somass River Aggregate
8,Oncorhynchus nerka,wild,2000,7,1.8,3.2,NA,NA,NA,55,63,NA,NA,NA,FL,mixed,17,FW,fishway,group,8_65,7,NA,NA,5.81,1.41,se,NA,NA,NA,NA,NA,NA,NA,NA,NA,pass,NA,NA,n,n,EMGtag,n,y,text,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",7,Early Stuart
8,Oncorhynchus nerka,wild,2000,5,1.8,3.2,NA,NA,NA,55,63,NA,NA,NA,FL,mixed,17,FW,fishway,group,8_66,5,NA,NA,11.49,0.49,se,NA,NA,NA,NA,NA,NA,NA,NA,NA,fallback,NA,NA,n,y,EMGtag,n,y,text,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",5,Early Stuart
8,Oncorhynchus nerka,wild,2000,1,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,M,17,FW,fishway,indiv,8_ID1,1,NA,10.0951151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pass,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",ID1,Early Stuart
8,Oncorhynchus nerka,wild,2000,1,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,F,17,FW,fishway,indiv,8_ID2,1,NA,11.62065342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fallback,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",ID2,Early Stuart
8,Oncorhynchus nerka,wild,2000,1,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,M,17,FW,fishway,indiv,8_ID3,1,NA,10.34621903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fallback,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",ID3,Early Stuart
8,Oncorhynchus nerka,wild,2000,1,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,M,17,FW,fishway,indiv,8_ID4,1,NA,2.518274687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pass,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",ID4,Early Stuart
8,Oncorhynchus nerka,wild,2000,1,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,F,17,FW,fishway,indiv,8_ID5,1,NA,6.339534454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pass,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",ID5,Early Stuart
8,Oncorhynchus nerka,wild,2000,1,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,F,17,FW,fishway,indiv,8_ID6,1,NA,13.47622009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fallback,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",ID6,Early Stuart
8,Oncorhynchus nerka,wild,2000,1,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,M,17,FW,fishway,indiv,8_ID7,1,NA,11.1773338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fallback,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",ID7,Early Stuart
8,Oncorhynchus nerka,wild,2000,1,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,M,17,FW,fishway,indiv,8_ID8,1,NA,10.9297048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pass,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",ID8,Early Stuart
8,Oncorhynchus nerka,wild,2000,1,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,M,17,FW,fishway,indiv,8_ID9,1,NA,10.54605792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fallback,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Bratty, J., 2000. Effects of Swim Speed and Activity Pattern on Success of Adult Sockeye Salmon Migration through an Area of Difficult Passage. Transactions of the American Fisheries Society 129, 598–606.",ID9,Early Stuart
9,Oncorhynchus gorbuscha,wild,2006,36,NA,NA,1.78,0.01,se,NA,NA,53.5,0.7,se,FL,mixed,8.992989136,FW,Ucrit-1,indiv,9_ID1,1,NA,NA,1.95211604,NA,NA,NA,NA,NA,92.01222013,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",ID1,NA
9,Oncorhynchus gorbuscha,wild,2006,36,NA,NA,1.78,0.01,se,NA,NA,53.5,0.7,se,FL,mixed,11.5105163,FW,Ucrit-1,indiv,9_ID2,1,NA,NA,3.150631676,NA,NA,NA,NA,NA,90.72831099,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",ID2,NA
9,Oncorhynchus gorbuscha,wild,2006,36,NA,NA,1.78,0.01,se,NA,NA,53.5,0.7,se,FL,mixed,11.00701086,FW,Ucrit-1,indiv,9_ID3,1,NA,NA,1.666179166,NA,NA,NA,NA,NA,96.37751121,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",ID3,NA
9,Oncorhynchus gorbuscha,wild,2006,36,NA,NA,1.78,0.01,se,NA,NA,53.5,0.7,se,FL,mixed,11.00701086,FW,Ucrit-1,indiv,9_ID4,1,NA,NA,1.793939554,NA,NA,NA,NA,NA,107.162348,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",ID4,NA
9,Oncorhynchus gorbuscha,wild,2006,36,NA,NA,1.78,0.01,se,NA,NA,53.5,0.7,se,FL,mixed,11.00701086,FW,Ucrit-1,indiv,9_ID5,1,NA,NA,2.037291153,NA,NA,NA,NA,NA,173.9256232,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",ID5,NA
9,Oncorhynchus gorbuscha,wild,2006,36,NA,NA,1.78,0.01,se,NA,NA,53.5,0.7,se,FL,mixed,12.32172648,FW,Ucrit-1,indiv,9_ID6,1,NA,NA,3.083708047,NA,NA,NA,NA,NA,98.94532948,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",ID6,NA
9,Oncorhynchus gorbuscha,wild,2006,36,NA,NA,1.78,0.01,se,NA,NA,53.5,0.7,se,FL,mixed,12.04198726,FW,Ucrit-1,indiv,9_ID7,1,NA,NA,1.696595264,NA,NA,NA,NA,NA,90.98509282,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",ID7,NA
9,Oncorhynchus gorbuscha,wild,2006,36,NA,NA,1.78,0.01,se,NA,NA,53.5,0.7,se,FL,mixed,11.53848183,FW,Ucrit-1,indiv,9_ID8,1,NA,NA,1.994705878,NA,NA,NA,NA,NA,95.35038389,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",ID8,NA
9,Oncorhynchus gorbuscha,wild,2006,36,NA,NA,1.78,0.01,se,NA,NA,53.5,0.7,se,FL,mixed,12.04198726,FW,Ucrit-1,indiv,9_ID9,1,NA,NA,1.824355652,NA,NA,NA,NA,NA,101.2563659,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",ID9,NA
9,Oncorhynchus gorbuscha,wild,2006,36,NA,NA,1.78,0.01,se,NA,NA,53.5,0.7,se,FL,mixed,12.01402173,FW,Ucrit-1,indiv,9_ID10,1,NA,NA,1.933864556,NA,NA,NA,NA,NA,124.3667304,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",ID10,NA
9,Oncorhynchus gorbuscha,wild,2006,36,NA,NA,1.78,0.01,se,NA,NA,53.5,0.7,se,FL,mixed,12.01402173,FW,Ucrit-1,indiv,9_ID11,1,NA,NA,2.304981106,NA,NA,NA,NA,NA,165.4518229,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",ID11,NA
9,Oncorhynchus gorbuscha,wild,2006,36,NA,NA,1.78,0.01,se,NA,NA,53.5,0.7,se,FL,mixed,12.32172648,FW,Ucrit-1,indiv,9_ID12,1,NA,NA,1.927782249,NA,NA,NA,NA,NA,106.6487843,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",ID12,NA
9,Oncorhynchus gorbuscha,wild,2006,36,NA,NA,1.78,0.01,se,NA,NA,53.5,0.7,se,FL,mixed,13.49657249,FW,Ucrit-1,indiv,9_ID13,1,NA,NA,2.797771173,NA,NA,NA,NA,NA,98.43176583,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,RR,n,plot,"MacNutt, M.J., Hinch, S.G., Lee, C.G., Phibbs, J.R., Lotto, A.G., Healey, M.C., Farrell, A.P., 2006. Temperature effects on swimming performance, energetics, and aerobic capacities of mature adult pink salmon ( Oncorhynchus gorbuscha ) compared with those of sockeye salmon ( Oncorhynchus nerka ). Canadian Journal of Zoology 84, 88–97. https://doi.org/10.1139/z05-181",ID13,NA
